Timestamp,Vx_Delta,Timestamp,chassis_vx_filter,
2890879,0,2890879,1.03767e-05,
2904254,0,2904254,1.03767e-05,
2912278,0,2912278,1.03767e-05,
2935499,0,2935499,1.03767e-05,
2950440,0,2950440,1.03767e-05,
2966159,0,2966159,1.03767e-05,
2982227,0,2982227,1.03767e-05,
2997688,0,2997688,1.03767e-05,
3016092,0,3016092,1.03767e-05,
3045794,0,3045794,1.03767e-05,
3075107,0,3075107,1.03767e-05,
3090765,0,3090765,1.03767e-05,
3103703,0,3103703,0.128469,
3121278,0,3121278,0.273867,
3138386,0,3138386,0.379997,
3154223,0,3154223,0.508782,
3170559,0,3170559,0.637948,
3185193,0,3185193,0.264135,
3200683,0,3200683,-0.159098,
3219315,0,3219315,-0.140832,
3247849,0,3247849,-0.0012038,
3277985,0,3277985,0.0110442,
3294202,0,3294202,0.0899651,
3311344,0.00303273,3311344,0.0973788,
3339571,0.00179412,3339571,0.0756703,
3356403,0.0158291,3356403,0.0860009,
3388117,0.0666659,3388117,0.111459,
3415591,0.0500757,3415591,0.0501388,
3432326,0.0227115,3432326,0.0563704,
3447446,0.0416318,3447446,0.02991,
3462870,0.0460904,3462870,-0.00535171,
3478047,0.0382539,3478047,-0.0576,
3493691,0.00578361,3493691,-0.0421463,
3508938,0.0110379,3508938,-0.0166617,
3527521,0.00774632,3527521,0.0317891,
3557532,0.0323053,3557532,0.00034968,
3586209,0.0228837,3586209,-0.0404942,
3608250,0.017634,3608250,0.00102758,
3634246,0.0026047,3634246,-0.028721,
3649713,0.00760803,3649713,-0.0893812,
3681890,0.0112599,3681890,-0.06584,
3709720,0.0387622,3709720,-0.0912759,
3728611,0.00196957,3728611,-0.056355,
3760420,0.0412814,3760420,-0.0333638,
3786754,0.00879164,3786754,-0.00147907,
3806546,0.0035169,3806546,0.0155958,
3835738,0.00921668,3835738,0.0238192,
3869390,0.00836274,3869390,0.0392648,
3896683,0.00248569,3896683,0.0438096,
3912195,0.0166462,3912195,0.0231598,
3927395,0.028497,3927395,0.012037,
3942339,0.0132789,3942339,0.000460319,
3958598,0.00671824,3958598,0.000884891,
3975327,0.00576833,3975327,0.0117656,
4004733,0.0017093,4004733,-0.00660414,
4018644,0.0252213,4018644,-0.000298024,
4039161,0.00393955,4039161,-0.000572327,
4070272,0.00115485,4070272,0.00472321,
4099029,8.21147e-06,4099029,0.0148387,
4127318,0.0100418,4127318,0.0179937,
4143507,0.000650676,4143507,0.0247468,
4159465,5.34095e-05,4159465,0.0312816,
4175676,0.0178517,4175676,0.0428746,
4190191,0.00341247,4190191,0.0328937,
4206348,0.000825308,4206348,0.0363651,
4221607,0.00890667,4221607,0.0340879,
4235677,0.00927525,4235677,0.0225542,
4252243,0.000259327,4252243,0.00130538,
4281867,0.00772552,4281867,-0.0195759,
4297835,0.00426099,4297835,-0.015078,
4313514,0.000534058,4313514,-0.0237801,
4346460,0.00206436,4346460,-0.0300001,
4375607,0.00125178,4375607,-0.0286057,
4408219,0.001763,4408219,-0.0227811,
4439420,0.00178869,4439420,-0.0195999,
4467514,0.00265766,4467514,-0.0246832,
4482023,0.00102897,4482023,-0.0282379,
4498724,0.000492517,4498724,-0.0320772,
4512274,0.00280336,4512274,-0.0301698,
4530420,0.00112041,4530420,-0.024306,
4549019,0.000741547,4549019,-0.0124148,
4576726,0.000631386,4576726,-0.0139574,
4582205,0.00543876,4582205,-0.013936,
4608435,0.00113515,4608435,-0.0206293,
4623152,0.00265279,4623152,-0.00364745,
4638815,0.00366622,4638815,-0.000809762,
4655942,0.0019462,4655942,-0.000973669,
4685597,0.000326588,4685597,0.0148788,
4715903,0.00207123,4715903,0.0160202,
4731563,0.000861488,4731563,0.0137446,
4746321,0.00381739,4746321,0.015241,
4777614,0.000839006,4777614,0.00884421,
4790811,0.000499013,4790811,0.00987023,
4807562,0.00129953,4807562,0.00172566,
4822254,0.00142168,4822254,-0.000210983,
4837731,0.00119405,4837731,0.000745237,
4861602,0.00134199,4861602,0.00134173,
4885050,0.00071343,4885050,0.000622064,
4898188,0.000202453,4898188,0.00101647,
4918499,0.00269261,4918499,0.00931829,
4947285,0.000390933,4947285,0.0143995,
4977640,0.00168493,4977640,0.0126051,
4992368,0.00385175,4992368,0.00878106,
5008445,0.0027328,5008445,0.010059,
5022486,0.00629406,5022486,0.0166,
5039245,0.00072938,5039245,0.00990241,
5056320,0.000808294,5056320,0.0159612,
5088592,0.0021554,5088592,0.013382,
5104057,0.000786386,5104057,0.019031,
5119276,0.00119384,5119276,0.0166044,
5133896,0.00252252,5133896,0.013079,
5148422,0.00524191,5148422,0.0215342,
5166526,0.00126816,5166526,0.0169613,
5180829,0.0029448,5180829,0.0144851,
5197975,0.000480007,5197975,0.0156965,
5225737,0.000225721,5225737,0.0144703,
5243435,0.000967786,5243435,0.00357335,
5275059,0.00115269,5275059,-0.00151777,
5304693,0.00432921,5304693,0.00125378,
5320497,0.0191041,5320497,-0.00877262,
5335003,0.00740628,5335003,-0.000840441,
5349637,0.00125848,5349637,0.00989524,
5368426,0.00398539,5368426,0.00305391,
5396843,0.00244365,5396843,0.000649328,
5411339,0.000465299,5411339,0.00678609,
5426892,0.00122515,5426892,0.00223691,
5445069,0.0138708,5445069,0.0127916,
5475291,0.00247762,5475291,0.0122823,
5491049,0.00738411,5491049,0.000504197,
5506282,0.00841932,5506282,0.000779486,
5512234,0.017413,5512234,-0.0813055,
5539193,0.0079976,5539193,-0.0666705,
5575486,0.0155785,5575486,-0.0594766,
5600388,0.00126779,5600388,-0.0711879,
5615305,0.0077584,5615305,-0.0521051,
5634785,0.0154715,5634785,0.0111351,
5663335,0.00580904,5663335,0.0589097,
5697861,0.00739303,5697861,0.199661,
5725902,0.0178879,5725902,0.265707,
5743212,0.0901295,5743212,0.157705,
5770097,0.123641,5770097,-0.112107,
5785332,0.0480372,5785332,-0.174805,
5802039,0.0685676,5802039,-0.00694009,
5817659,0.145745,5817659,0.168657,
5832540,0.0992227,5832540,0.2868,
5847960,0.035339,5847960,0.271515,
5864098,0.0232539,5864098,0.308588,
5881790,0.0221432,5881790,0.369502,
5909546,0.0254217,5909546,0.359641,
5927953,0.008412,5927953,0.315915,
5958952,0.0278741,5958952,0.266382,
5973478,0.00349052,5973478,0.228502,
5988336,0.00820366,5988336,0.268334,
6018732,0.0128005,6018732,0.307131,
6035714,0.0135033,6035714,0.404257,
6067987,0.0289582,6067987,0.405468,
6080553,0.00330769,6080553,0.24485,
6096852,0.00533161,6096852,0.172869,
6103822,0.0193397,6103822,0.0163036,
6128342,0.00620805,6128342,-0.00453173,
6146116,0.0427375,6146116,0.026046,
6161178,0.0252746,6161178,0.0559391,
6175777,0.0191902,6175777,0.113775,
6190566,0.00713848,6190566,0.0506755,
6206886,0.00993883,6206886,0.0121639,
6222667,0.0199624,6222667,0.0430878,
6238827,0.00430222,6238827,0.046488,
6269785,0.0111465,6269785,0.00978649,
6286254,0.0416777,6286254,-0.0326071,
6302005,0.0334067,6302005,-0.0495648,
6315493,0.0239023,6315493,-0.0863707,
6332809,0.0477185,6332809,-0.183824,
6365082,0.0153679,6365082,-0.155062,
6395396,0.000893012,6395396,-0.140349,
6400971,0.040677,6400971,-0.0777462,
6425275,0.047328,6425275,-0.0584284,
6439505,0.0338686,6439505,-0.0446362,
6471861,0.00440907,6471861,-0.0357767,
6485474,0.0351275,6485474,-0.0491529,
6500690,0.0084653,6500690,-0.0463293,
6518263,0.0040798,6518263,-0.0522734,
6532686,0.0306233,6532686,-0.0743316,
6550497,0.0143234,6550497,-0.0998249,
6562331,0.00128618,6562331,-0.130145,
6585505,0.0028756,6585505,-0.177905,
6611283,0.00163834,6611283,-0.194009,
6625560,0.00709414,6625560,-0.265716,
6643071,0.0156636,6643071,-0.311769,
6672983,0.0239865,6672983,-0.325579,
6686212,0.00890064,6686212,-0.35216,
6706180,0.0103632,6706180,-0.359173,
6738596,0.00840148,6738596,-0.385793,
6766912,0.0123588,6766912,-0.368669,
6780560,0.0133433,6780560,-0.370508,
6798294,0.00389761,6798294,-0.35449,
6812221,0.00933492,6812221,-0.335726,
6832488,0.00855502,6832488,-0.248388,
6860077,0.0139209,6860077,-0.196797,
6876869,0.0136356,6876869,-0.0666391,
6908622,0.00884922,6908622,0.0793698,
6939041,0.018717,6939041,0.192166,
6969658,0.00327092,6969658,0.251663,
6987368,0.00694463,6987368,0.301404,
6999281,0.0117455,6999281,0.354184,
7018980,0.00156084,7018980,0.451472,
7047684,0.00424281,7047684,0.477813,
7063486,0.00707448,7063486,0.527421,
7080517,0.00466251,7080517,0.540524,
7095036,0.00258285,7095036,0.610933,
7113052,0.0196698,7113052,0.657035,
7147247,0.037302,7147247,0.705842,
7172498,0.00686657,7172498,0.710476,
7188899,0.013984,7188899,0.773051,
7204091,0.0861018,7204091,0.668637,
7222339,0.071438,7222339,-0.109916,
7250857,0.0168916,7250857,-0.308469,
7265818,0.0897442,7265818,-0.202466,
7281331,0.201363,7281331,-0.0641541,
7298209,0.142232,7298209,-0.0197512,
7312269,0.06279,7312269,0.00620551,
7327274,0.0217237,7327274,0.0658333,
7342828,0.0188138,7342828,0.260435,
7358774,0.0452409,7358774,0.4489,
7376324,0.067799,7376324,0.740965,
7405212,0.0614848,7405212,0.858324,
7420907,0.0280145,7420907,0.969198,
7435450,0.000443459,7435450,1.04568,
7452531,0.0129616,7452531,1.0724,
7467399,0.0126095,7467399,1.0801,
7484010,0.0123217,7484010,1.11342,
7514714,0.0355112,7514714,0.910374,
7530041,0.0067291,7530041,0.557077,
7545994,0.0112202,7545994,0.0372185,
7563567,0.0554494,7563567,-0.00316594,
7594086,0.0658001,7594086,0.0652629,
7608505,0.0632109,7608505,0.0662878,
7623849,0.0119312,7623849,0.135651,
7643776,0.0276799,7643776,0.0754096,
7670669,0.0217867,7670669,0.0993954,
7688752,0.0126631,7688752,0.102162,
7716529,0.00403815,7716529,0.0604721,
7732372,0.00302286,7732372,0.0166573,
7748268,0.0589524,7748268,-0.0477889,
7765618,0.0821411,7765618,-0.0206325,
7779530,0.0190703,7779530,0.0289216,
7794258,0.00184342,7794258,-0.122087,
7811166,0.0868007,7811166,-0.01971,
7826482,0.0175875,7826482,-0.141799,
7856503,0.0338501,7856503,-0.167951,
7888013,0.0442852,7888013,-0.0991117,
7916160,0.00685387,7916160,-0.0512452,
7933366,0.127196,7933366,-0.0732208,
7949238,0.0609398,7949238,-0.261537,
7980252,0.0237542,7980252,-0.259591,
7993955,0.0267755,7993955,-0.257577,
8000553,0.0143962,8000553,-0.247082,
8024714,0.020605,8024714,-0.226645,
8041312,0.0104185,8041312,-0.191995,
8057614,0.00860319,8057614,-0.183885,
8074255,0.00187887,8074255,-0.184268,
8102485,0.00708582,8102485,-0.189771,
8117515,0.0103468,8117515,-0.173027,
8136354,0.00250883,8136354,-0.197896,
8164658,0.0262911,8164658,-0.200115,
8180544,0.0189088,8180544,-0.216183,
8195219,0.00838353,8195219,-0.221769,
8215507,0.0119284,8215507,-0.238529,
8243959,0.000442713,8243959,-0.277596,
8274691,0.00125292,8274691,-0.30868,
8290223,0.00646237,8290223,-0.338225,
8305723,1.73748e-05,8305723,-0.364208,
8320864,0.000912815,8320864,-0.386142,
8339497,0.00200835,8339497,-0.426667,
8368889,0.00395247,8368889,-0.45698,
8382635,0.0127124,8382635,-0.468432,
8398311,0.00928435,8398311,-0.487173,
8415339,0.0111371,8415339,-0.467116,
8443540,0.0267935,8443540,-0.444347,
8462301,0.000761189,8462301,-0.0784668,
8477592,0.0109682,8477592,0.0355531,
8490509,0.00303128,8490509,0.0577153,
8507667,0.0120131,8507667,0.0223305,
8522184,0.00862621,8522184,0.0225323,
8536719,0.00366377,8536719,0.0199625,
8552667,0.0112049,8552667,-0.00182421,
8568301,0.00676136,8568301,0.0213381,
8585509,0.00442553,8585509,0.0324033,
8604505,0.00668385,8604505,0.060376,
8617328,0.00392424,8617328,0.0762393,
8631427,0.00195305,8631427,0.101421,
8647580,0.00176857,8647580,0.125764,
8664318,0.00516419,8664318,0.150386,
8679452,0.00868222,8679452,0.1974,
8710374,0.00446202,8710374,0.212131,
8725568,0.000570238,8725568,0.236086,
8741076,0.000745416,8741076,0.254006,
8758467,0.0192319,8758467,0.28798,
8788717,0.00582188,8788717,0.309384,
8802752,0.000627965,8802752,0.333743,
8818327,0.00732267,8818327,0.365252,
8833424,0.0080705,8833424,0.393735,
8852444,0.00685823,8852444,0.419578,
8880047,0.0233544,8880047,0.435604,
8897873,0.00323921,8897873,0.451062,
8912259,0.00314078,8912259,0.457377,
8927918,0.00834233,8927918,0.489103,
8942486,0.015095,8942486,0.487918,
8958419,0.0117372,8958419,0.505576,
8976047,0.0133198,8976047,0.501751,
9005525,0.0193323,9005525,0.493006,
9021306,0.0075838,9021306,0.521843,
9035885,0.00974733,9035885,0.589773,
9066485,0.13848,9066485,0.451476,
9081481,0.131974,9081481,0.0946154,
9095728,0.143945,9095728,-0.229815,
9111787,0.021994,9111787,-0.220266,
9127547,0.129234,9127547,0.0327337,
9145927,0.132919,9145927,0.206133,
9174438,0.0651696,9174438,0.113019,
9189636,0.0219909,9189636,0.0772411,
9206081,0.0222355,9206081,0.11751,
9224232,0.00361872,9224232,0.223954,
9252136,0.00526363,9252136,0.322967,
9267395,0.0514331,9267395,0.0468634,
9281392,0.00279613,9281392,-0.106503,
9297369,0.137097,9297369,-0.121808,
9312597,0.121245,9312597,-0.10115,
9331026,0.152893,9331026,0.0312421,
9362799,0.116005,9362799,-0.32878,
9392379,0.0738934,9392379,-0.152244,
9408542,0.0873427,9408542,-0.0518324,
9422763,0.00880038,9422763,-0.00663018,
9437619,0.0162477,9437619,0.0979253,
9454941,0.0401064,9454941,0.160033,
9469585,0.0214689,9469585,0.18663,
9486744,0.0102709,9486744,0.174069,
9516728,0.0142116,9516728,0.171664,
9522153,0.011896,9522153,0.178654,
9545546,0.018946,9545546,0.189391,
9562793,0.00695966,9562793,0.206627,
9578034,0.00130926,9578034,0.218556,
9593388,0.016157,9593388,0.241694,
9608730,0.0176473,9608730,0.271725,
9624197,0.0365629,9624197,0.268274,
9639302,0.0264335,9639302,0.126963,
9656477,0.0168556,9656477,0.0615445,
9674412,0.0576616,9674412,0.077975,
9702385,0.0418993,9702385,0.0939934,
9717733,0.039187,9717733,0.0869063,
9732448,0.0150417,9732448,0.0525847,
9747101,0.011147,9747101,0.00495801,
9766064,0.0180911,9766064,-0.0516858,
9781104,0.0494433,9781104,-0.0840087,
9795386,0.0141855,9795386,-0.0604917,
9811443,0.0415604,9811443,-0.0777014,
9826364,0.0643816,9826364,-0.128524,
9841539,0.0140451,9841539,-0.202951,
9858649,0.0761154,9858649,-0.237157,
9888275,0.053595,9888275,-0.205057,
9902208,0.0198011,9902208,-0.111853,
9921330,0.0104717,9921330,-0.0642786,
9949688,0.00363301,9949688,-0.0323099,
9966630,0.0250602,9966630,0.0113283,
9984679,0.0431826,9984679,-0.199809,
10012607,0.0307131,10012607,-0.240314,
10028288,0.00417799,10028288,-0.239758,
10043612,0.0133861,10043612,-0.21584,
10059831,0.0130555,10059831,-0.149532,
10076481,0.0321737,10076481,-0.139648,
10091428,0.00333991,10091428,-0.0735064,
10106186,0.00928391,10106186,-0.0607718,
10121679,0.000791494,10121679,-0.0485817,
10135908,0.00724697,10135908,-0.0304568,
10153356,0.0174986,10153356,-0.0321614,
10174220,0.00518807,10174220,-0.0776463,
10199847,0.00247733,10199847,-0.0981608,
10216635,0.00148991,10216635,-0.135542,
10245358,0.0101997,10245358,-0.163318,
10261056,0.0198617,10261056,-0.198519,
10277571,0.00863808,10277571,-0.217338,
10294483,0.00251821,10294483,-0.274954,
10323562,0.00624546,10323562,-0.327451,
10339045,0.00332761,10339045,-0.334667,
10353435,0.00849408,10353435,-0.361739,
10370622,0.010876,10370622,-0.396792,
10386598,0.0100452,10386598,-0.422582,
10416562,0.00050813,10416562,-0.455282,
10434747,0.00700507,10434747,-0.490696,
10462334,0.005687,10462334,-0.469593,
10478975,0.0130957,10478975,-0.484016,
10493505,0.00291163,10493505,-0.464083,
10509162,0.00504994,10509162,-0.469451,
10525460,0.00242001,10525460,-0.422937,
10540714,0.00412774,10540714,-0.399894,
10554715,0.0119513,10554715,-0.370503,
10573641,0.00945725,10573641,0.0805466,
10605164,0.00869356,10605164,0.0181159,
10633195,0.00547451,10633195,0.0263849,
10649233,0.000839028,10649233,0.0274667,
10666635,0.00624793,10666635,0.00908091,
10697515,0.00334309,10697515,0.000434191,
10726307,0.00799254,10726307,-0.00858918,
10745981,0.00493346,10745981,-0.0125723,
10772292,0.00294288,10772292,0.000991083,
10814630,0.00050107,10814630,0.0119432,
10835604,0.0029885,10835604,0.0237725,
10868442,0.00137838,10868442,0.0434617,
10900987,0.0109856,10900987,0.0516805,
10927729,0.00750259,10927729,0.0948921,
10945384,0.000632778,10945384,0.137712,
10976389,0.00111024,10976389,0.171445,
10992702,0.00616497,10992702,0.200589,
11007545,0.00688115,11007545,0.240425,
11022238,0.000625134,11022238,0.287147,
11038586,0.0220684,11038586,0.319527,
11056465,0.0112576,11056465,0.388559,
11086304,0.0164268,11086304,0.43415,
11104274,0.00235772,11104274,0.514265,
11132281,0.00296581,11132281,0.512154,
11139184,3.17693e-05,11139184,0.528897,
11162593,0.00582463,11162593,0.563267,
11179604,0.00434095,11179604,0.585872,
11210294,0.0252506,11210294,0.575092,
11225390,0.0195984,11225390,0.579785,
11243712,0.00534767,11243712,0.657187,
11271560,0.0055095,11271560,0.701177,
11287866,0.0175446,11287866,0.743924,
11306231,0.0164138,11306231,0.380707,
11335540,0.0815854,11335540,0.170932,
11351682,0.043428,11351682,0.322771,
11367449,0.0161525,11367449,0.153403,
11396191,0.000414073,11396191,-0.268798,
11415670,0.0527503,11415670,-0.686972,
11443364,0.0237384,11443364,-0.562301,
11460357,0.122972,11460357,-0.429297,
11490819,0.0966634,11490819,-0.197135,
11521017,0.0148661,11521017,-0.0405013,
11537522,0.0287107,11537522,0.114057,
11568454,0.0577287,11568454,0.0207233,
11584269,0.030871,11584269,0.064529,
11599995,0.0322961,11599995,0.123799,
11614457,0.00499278,11614457,0.134229,
11625168,0.0256732,11625168,0.243145,
11647343,0.0194621,11647343,0.244101,
11661593,0.0183737,11661593,0.281411,
11676319,0.0208851,11676319,0.283539,
11692518,0.0212165,11692518,0.291792,
11708567,0.0320663,11708567,0.288922,
11724236,0.049139,11724236,0.285146,
11740059,0.0170462,11740059,0.291354,
11754648,0.0161204,11754648,0.214993,
11770890,0.0139138,11770890,0.0551901,
11785427,0.0056102,11785427,0.0175793,
11802190,0.0320643,11802190,-0.0239274,
11820698,0.00330839,11820698,-0.0668949,
11849076,0.0396688,11849076,-0.104879,
11862355,0.025414,11862355,-0.13857,
11880766,0.050861,11880766,-0.141852,
11894885,0.0258739,11894885,-0.11557,
11910468,0.0452948,11910468,-0.0383873,
11926864,0.0863991,11926864,-0.0623565,
11941127,0.0405921,11941127,-0.14048,
11958930,0.0153206,11958930,-0.17906,
11973583,0.0429475,11973583,-0.202502,
11988809,0.064767,11988809,-0.254236,
12003898,0.0379128,12003898,-0.212892,
12024772,0.0116243,12024772,-0.124967,
12049603,0.00983043,12049603,-0.0674666,
12066776,0.0719687,12066776,-0.0768002,
12083006,0.00327437,12083006,-0.132788,
12096440,0.0330893,12096440,-0.10694,
12113417,0.00505088,12113417,-0.0905906,
12129480,0.0164454,12129480,-0.0573218,
12158557,0.00191412,12158557,-0.0458653,
12173732,0.00911167,12173732,-0.0339824,
12190447,0.0119197,12190447,-0.06828,
12207451,0.00620709,12207451,-0.079698,
12223013,0.00135098,12223013,-0.128335,
12242824,0.0150184,12242824,-0.173054,
12270170,0.0090536,12270170,-0.216368,
12285432,0.0141983,12285432,-0.238289,
12299867,0.00526589,12299867,-0.302098,
12331139,0.00109363,12331139,-0.332534,
12363096,0.012193,12363096,-0.344271,
12377603,0.0153136,12377603,-0.34033,
12395233,0.0245523,12395233,-0.317723,
12424205,0.00763965,12424205,-0.307573,
12441099,0.003171,12441099,-0.299623,
12456707,0.00180206,12456707,-0.268682,
12470310,0.00682047,12470310,-0.274318,
12486112,0.00341384,12486112,-0.21907,
12503722,0.000463173,12503722,-0.182958,
12533240,0.00165653,12533240,-0.155099,
12548311,0.000431284,12548311,-0.125873,
12565371,0.0010329,12565371,-0.0980963,
12579554,0.00752977,12579554,-0.0851773,
12596652,0.000417553,12596652,-0.0759302,
12611208,0.00380373,12611208,-0.039326,
12628624,0.00470508,12628624,-0.0260922,
12642939,0.00135494,12642939,-0.0022049,
12658990,0.00208019,12658990,0.00987612,
12674455,0.00120817,12674455,0.010316,
12691265,0.00306244,12691265,0.0143291,
12722535,0.000686731,12722535,0.00614198,
12754052,0.00232597,12754052,0.000560187,
12783193,0.00018578,12783193,-0.00591878,
12798193,0.00559107,12798193,-0.000979255,
12815390,0.00237288,12815390,0.00206664,
12830058,0.000159951,12830058,-0.0229613,
12848327,0.00165617,12848327,-0.00506915,
12877685,0.0081474,12877685,-0.00236754,
12908756,0.00818668,12908756,-0.0237764,
12923784,0.00301427,12923784,-0.0121618,
12942411,0.000777191,12942411,-0.0240059,
12972891,0.00214526,12972891,-0.0206536,
13001373,0.00107437,13001373,0.00717602,
13032693,0.0146848,13032693,0.0183736,
13051461,0.0103546,13051461,0.115055,
13078561,0.0244834,13078561,0.175029,
13094204,0.0338212,13094204,0.251918,
13108411,0.0450248,13108411,0.284617,
13124358,0.0304594,13124358,0.356841,
13139549,0.0212405,13139549,0.388596,
13154354,0.0101455,13154354,0.437248,
13169470,0.00123382,13169470,0.48308,
13187179,0.00243145,13187179,0.514992,
13202189,0.00505602,13202189,0.555026,
13217656,0.00138366,13217656,0.592157,
13232527,0.0165868,13232527,0.649477,
13246645,0.0124658,13246645,0.726245,
13264332,0.00746447,13264332,0.729823,
13279440,0.0242561,13279440,0.776929,
13296156,0.0459253,13296156,0.693975,
13309344,0.00359151,13309344,0.505856,
13326575,0.0444185,13326575,0.184244,
13340731,0.0209903,13340731,-0.00757415,
13359960,0.0618343,13359960,0.194735,
13389808,0.14412,13389808,0.223919,
13416816,0.0225472,13416816,-0.167259,
